103.0,738.0,,,,,,,,,,,,,,
106.0,737.0,,,,,,,,,,,,,,
107.0,739.0,,,,,,,,,,,,,,
111.0,737.0,,,,,,,,,,,,,,
114.0,739.0,,,,,,,,,,,,,,
118.0,738.0,,,,,,,,,,,,,,
122.0,739.0,,,,,,,,,,,,,,
131.0,737.0,,,,,,,,,,,,,,
138.0,738.0,,,,,,,,,,,,,,
151.0,736.0,,,,,,,,,,,,,,
157.0,738.0,,,,,,,,,,,,,,
168.0,737.0,,,,,,,,,,,,,,
175.0,737.0,,,,,,,,,,,,,,
185.0,737.0,,,,,,,,,,,,,,
195.0,736.0,,,,,,,,,,,,,,
202.0,738.0,,,,,,,,,,,,,,
209.0,738.0,,,,,,,,,,,,,,
218.0,737.0,,,,,,,,,,,,,,
226.0,736.0,,,,,,,,,,,,,,
234.0,736.0,,,,,,,,,,,,,,
234.0,736.0,,,,,,,,,,,,,,
239.0,736.0,,,,,,,,,,,,,,
239.0,736.0,,,,,,,,,,,,,,
245.0,734.0,,,,,,,,,,,,,,
245.0,735.0,,,,,,,,,,,,,,
245.0,735.0,,,,,,,,,,,,,,
248.0,734.0,,,,,,,,,,,,,,
251.0,734.0,,,,,,,,,,,,,,
251.0,734.0,,,,,,,,,,,,,,
256.0,734.0,,,,,,,,,,,,,,
256.0,734.0,,,,,,,,,,,,,,
261.0,733.0,,,,,,,,,,,,,,
264.0,734.0,,,,,,,,,,,,,,
271.0,733.0,,,,,,,,,,,,,,
276.0,733.0,,,,,,,,,,,,,,
279.0,733.0,,,,,,,,,,,,,,
282.0,733.0,,,,,,,,,,,,,,
287.0,733.0,,,,,,,,,,,,,,
292.0,732.0,,,,,,,,,,,,,,
298.0,732.0,,,,,,,,,,,,,,
303.0,733.0,,,,,,,,,,,,,,
309.0,733.0,,,,,,,,,,,,,,
315.0,732.0,,,,,,,,,,,,,,
318.0,733.0,,,,,,,,,,,,,,
322.0,733.0,,,,,,,,,,,,,,
326.0,732.0,,,,,,,,,,,,,,
333.0,731.0,,,,,,,,,,,,,,
335.0,732.0,,,,,,,,,,,,,,
340.0,732.0,,,,,,,,,,,,,,
